title,content
节后余声,是一种病症，中病者多是上班族、学生，他们在刚刚经历完大假期之后，比方国庆、五一之类长假之后，在放假回来上班或上课的第一天，总是无法凝神工作，脑子里全都充斥着假期的欢乐时光的声音：坐过山车时大声尖叫声、“蹦瞎卡拉卡”DJ的打碟声、吸溜珍珠奶茶的滋滋声...一个个此起彼伏，回荡在耳边。
这不科学,对违反唯物主义常识的事物或现象的常用吐槽。不是严肃的书面用语。延伸出的同义用法包括“这很魔法”、“这很科幻”、“这不清真”。
酸民,"与[加粗:柠檬精]有异曲同工之妙的好兄弟。
但不同于柠檬精的是，[加粗:酸民]是一种赤果果并溢于言表的羡慕与嫉妒之情。
日常表现为：无意识的便对他人日常生活中的种种方面都有“酸性思维”与“酸性情感”的涌现。"
社畜职场成语,"是由新浪微博@[链接:游识猷]发布的一条微博而引发的，微博网友共同创作的一系列现代成语。这些词语将“[链接:社畜]”（即公司中辛苦劳作的普通员工）一词和普通成语结合起来，构成新的描述社畜悲惨职场生活的[划掉:扎心]词汇。
大多数创作是将原成语中读音是chù的字替换成“畜”，再逐字解释新组成的词汇，比如设身处地→[链接:社身畜地]、处变不惊→[链接:畜变不惊]。
也有一些创作是将畜字的读音[链接:空耳]成[链接:英语]中相似读音的词，比如stay true→[链接:stay 畜]。

请不要再用扎心的话语伤害社畜了，已经无畜可逃了（流泪）"
翔,翔是一个网络用语，拼音是xiang，网络中作为“屎”的代称。起因是一名叫“军神李翔”的网友曾在贴吧里舌战群雄三天三夜，最后丢下一句，“我他妈就是一坨屎”，于是，“翔”就成了“屎”的代名词。
四大宽容,中国特色奇葩价值观：[链接:来都来了]，[链接:人都死了]，[链接:大过年的]，[链接:还是孩子]。
欧拉,"代指暴打。也写作[加粗:欧啦]，[加粗:噢啦]，[加粗:哦啦]。源于[链接:JOJO的奇妙冒险]第三部主角[链接:空条承太郎]在挥拳连打时会发出的吼声：“欧拉欧拉欧拉欧拉欧拉！”。
作为招牌攻击，承太郎的[链接:替身][划掉:和本体]的拳打极其强劲，大多数被其殴打的敌人都会直接退场再起不能。因此欧拉逐渐成了承太郎本人的代名词，你想被欧拉吗=你想被承太郎暴打吗=你想被打死吗
随着jojo系列的知名度扩大，有时在非jojo语境下也作为“简单粗暴但超级强力的攻击”的代名词使用。
据说这种设定本身是源于日本的各种不良青年打架斗殴时的[链接:口癖]。"
纯路人,一般出现在直播间弹幕或者直播录像评论区里，通常为“纯路人，主播长得像xx”，表示对主播的赞美或调侃，通常无恶意。例如在炉石传说主播异灵术直播间有“纯路人，主播长得像李易峰”，“纯路人，主播长得像咆哮魔”的弹幕。通常在后面有未删除的括号或“5毛一条”等字眼，表示受主播威胁或恰烂钱行为。有时有变种语句，例如“纯咆哮魔，主播像我失散多年的兄弟”，“纯地精炸弹，路人长得像咆哮魔”等等，有时逻辑错乱。如果表示赞美主播，一般会有评论回复“恰烂钱”“有钱一起恰”“发下群号”，若为调侃，通常有“被群踢了？”之类的回复。
器材党,更注重使用的工具，而不是干的事的人。比如对相机的兴趣大过对拍照兴趣的人。
死肥宅,指喜欢宅在家里，不爱出门不喜欢运动，身材较胖的一种新人种。
歪头杀,通过歪头[链接:卖萌]，秒杀那些对可爱没有抵抗力的人类的必杀技。
维密体,一堆年轻女生含着要减肥是给自己加油鼓劲的体格句式。一般格式为：“今天少吃xxx，明日维密我走秀;明日少喝xxx，后天维密我专场”
爹系男友,"形容把女朋友当女儿一样对待的男友。
此类男友以成熟稳重、内敛靠谱、话不多，但绝对体贴，年龄不一定很大，但对你却如[加粗:老父亲]一般。没有套路，只知道对你好，你的事就是他终身奋斗的目标，他要把全世界最好的都留给你；可能有一些霸道，但他的宠爱只属于你，一天[斜体:25小时]护你周全，男友力爆棚，时时刻刻让你感受到安全感。[斜体:对女朋友就是一个字：“宠”，和他谈恋爱就是一个字“甜”。]
参考类型：[链接:韩商言]（小说[斜体:蜜汁炖鱿鱼]、电视剧[斜体:亲爱的，热爱的] 男主）
"
我太难了,"快手土味红人[链接:giao哥]名语录中的一个代表片段。
原词是“我太难了，老铁，最近压力很大！”视频中giao哥眉头紧锁，眼神空洞，目视斜方，欲哭无泪的用双手扶住额头，以示坚强[划掉:我还活着]，并配了一曲非常忧伤的音乐。该视频仿佛一下子揪住了观众们的心，大家都表示很有共鸣。
[划掉:其实giao哥以前的视频一向以开心、娱乐、励志为主题，而这个视频突然丧了，大家也不知道giao哥到底经历了什么。]
[划掉:我太难了，谁又何尝不难呢？哎！]"
多图杀猫,"此处的“猫”指家用宽带调制解调器，是俗称。该词也称“好奇心杀死猫”。
出自知乎。因知乎回答可能添加过多图片，导致浏览时一时加载不出来，多图刷新占网速，而得出。
"
魔仙堡口音,"指巴啦啦小魔仙中以游乐王子为代表的魔仙堡地域角色的[加粗:口误、口齿不清和特殊发音]，目前也用来调侃口齿不清、读音错误。
最初来源于B站投稿的游乐王子口胡视频，如[链接:雨女无瓜]、[链接:你怎么这个亚子]等魔性搞笑的口音，接着大家发现剧中其他角色如魔仙女王、占星魔仙的口音也十分奇特有趣，就投稿了她们的口胡视频，因为大部分角色[下划线:来自于魔仙堡]，就统一称为魔仙堡口音。
这一系列口音梗的视频广泛流传，甚至网友们总结出了这些口音的[下划线:通俗教程]，出现了[下划线:模仿魔仙堡口音的视频]，当听到嘴瓢口胡的口音时，也会调侃“你来自魔仙堡？为什么有魔仙堡口音？”"
内容引起舒适,"内容引起舒适是对“内容引起不适“的抖机灵式反用。最早源自于贴吧，完整的说法是“内容引起舒适建议加精”。该词多用来评论让人看过之后感觉身心舒畅的的内容。
注明：内容来源于网络"
安静如鸡,"来源于[链接:淋语]。指本来喧闹的人或场景突然安静下来。
出自[链接:蔡依林]的歌曲《睁一只眼闭一只眼》中的歌词“安静得像只猫”，后被淋语使用者们恶搞成“安静得像只鸡”，随后简写成安静如鸡。在淋语中，[链接:鸡]作为具有其文化特色的普通代词使用，没有贬义。[划掉:只是淋语中的一切动物甚至人都惯用鸡来指代而已]
该词流传开来之后，一些没有接触过淋语的人将其解读为“安静得像在经历扫黄时的鸡”（此处鸡指性工作者）或“安静得像jpg”（g谐音鸡）"
煮男,家庭煮妇的反义词，一家之男承担所有家务。
瑞斯拜,"英语单词respect的中文[链接:空耳]。单词原意是尊敬，空耳后意思基本相似，但多了点类似于“厉害了大哥我佛了”的含义。
常见用法是【我瑞斯拜】
[划掉:瑞斯总是拜来拜去是很累的]"
一箭川昕,"出自一个微博账号“一箭川昕”，其中川指的是贾川，昕指的是唐艺昕。贾川是唐艺昕的经纪人，并且关系一直很好，类似男闺蜜。该微博爆出了许多两人亲密的合影，引发网友臆想飞飞。也有网友传闻，唐艺昕和吴秀波也有一腿。

p.s.唐艺昕有公开男友，叫张若昀。"
隐形吃货,看起来身材苗条，但是能一个人吃掉[加粗:4]人套餐的神奇物种。
自溺症,"一种常见于现代人身上的疾病。其主要表现为极度溺爱自己。
经常[划掉:自抱自泣]心疼自己。
总想奖励自己。
比如“今天减肥好辛苦鸭！奖励自己一顿[链接:金拱门]加一个芝士蛋糕吧！”"
三房房头,"是指电视剧[链接:《破冰行动》]中的角色林宗辉。在电视剧中他是[加粗:塔寨村]三房的房主。
该电视剧是[加粗:根据真实事件改编，以广东省博社村为蓝本]。这个村子的祖先之一蔡氏，他的四个儿子分别成家，称为大房、二房、三房、四房，每一房的当家人称为房头，这种宗族观念一直延续至今，每房的规模也不断扩大。电视剧中也展示了这种宗族观念，在剧中三房房主为林宗辉。"
让我康康,"台湾性教育片《杰哥不要》中杰哥的台词。

[加粗:“好康”]：闽南/台湾那边的方言，指好东西。但是由于在《杰哥不要》里字幕变成了“好康的”，很多人误以为[加粗:“好康”=“好看”]。于是片中杰哥说的“让我看看”也就有了“让我康康”的变体。详情见av7884321。

[斜体:——感谢百度贴吧网友@Victor瓶子]"
走流程还是直接喷,"一般以“来晚了，请问是走流程还是直接喷？”的形式出现，指某人或事物实在太差，令人必须以辱骂表达不满。是一种常见的嘲讽用语。
该句虽然表面上是个问句，但其实着重表达的还是“直接喷”，多数情况下，该句之后都是直白地表达对事物的不满，并没有“走流程”的意思。走流程一般代表着“慎重、理性而有逻辑的批判”，需要批评者本人花费大量精力解释。但事物本身实在糟得显而易见，使人认为“我已经忍无可忍，没有必要委婉/讲道理了”，因而直接进行直球辱骂。
[划掉:不过少数情况下，确实有善良的人会走一下流程，向被喷者解释一下他被喷的原因]"
川建国,"美国总统[链接:特朗普]在中国网络社区中的别称。
当特朗普作为美国总统进行的决策被（国内网友）认为十分愚蠢和无厘头，对美国本国毫无好处，反而有益于中国时，中国网友便以该句反讽他其实是我国派去美国潜伏的间谍。表面上处处和中国作对，其实是为了麻痹美国人的心智，里应外合，促进我国的发展壮大，是我们劳苦功高的”建国同志“。
该梗尤其常见于美国发布明显针对中国的政策时。也常用于评论美国国内政治经济军事等领域的负面新闻。通常以”川建国同志又立功了“的形式出现。
由美国前任总统[链接:奥巴马]的[链接:奥观海]梗衍生而来，性质类似，表意也相近。
"
围鲲救鳗,"指“[链接:蔡徐坤]（黑称[链接:菜虚鲲]）由于其团队在公关方面的糟糕表现，引起网友的恶评，同时对比之下使人对公关手段优秀的[链接:吴亦凡]（黑称[链接:加拿大电鳗]）产生了好感”。
蔡徐坤：被网友恶搞后发出[链接:律师函警告]，要求平台方（[链接:B站]）删除所有恶搞视频，导致其口碑急剧下滑，恶搞作品不减反增，真正成为全网嘲讽的对象。
吴亦凡：长期被恶搞，从未发过声，原先也是长期被黑+恶搞的明星，现在与蔡徐坤的律师函警告形成了鲜明对比，之后甚至还亲自玩梗自己被恶搞的即兴表演[链接:大碗宽面]，一举令大量网友对他[链接:黑转路]人甚至[链接:路转粉]。
简单来讲就是恶搞和公关界的对比出真知。"
